PARTNUM,partgroup,partweight,part ft3,CANADA,CHINA,GERMANY,MEXICO,SOUTH KOREA,SPAIN,UNITED STATES
479,40,2.1385,524.4,,,,24.79104,,,24.79104
480,40,1.94,524.4,,,,22.94784,,,22.94784
481,40,2.3545,524.4,,,,26.7747,,,26.7747
482,40,2.3545,524.4,,,,26.7747,,,26.7747
483,60,38.6136,27097.2,,,,164.004276,,,174.494831
484,70,4.718,4208.977715,,79.24735,,,,,79.93
485,80,117.6181,1389.935938,,,,34.870516,,,34.870516
486,40,39.6828,18907.44186,54.584986,,,,,,58.55974
487,60,23.8318,3734.857143,,,,17.6346,,,21.31
488,60,23.6994,3734.857143,,,,17.3921,,,20.83
489,50,16.5314,1515.430921,,,,7.759367,,,7.673767
490,50,16.5284,1515.430921,,,,7.759367,,,7.673767
491,50,12.1914,10513.42105,,,,18.7243174,,,19.068013
492,50,12.1694,10513.42105,,,,18.7243174,,,19.068013
493,55,0.5512,3876,,,,2.63549,,,2.5802
494,55,0.5512,3876,,,,2.63549,,,2.5802
495,30,3.0313,3073.6,4.198926,,,4.198932,,,
496,40,11.486,9360,,,,88.257444,,,94.459727
497,40,11.486,9360,,,,88.257444,,,94.459727
498,40,11.4639,9360,,,,89.066496,,,94.275219
