PARTNUM,partgroup,partweight,part ft3,CANADA,CHINA,GERMANY,MEXICO,SOUTH KOREA,SPAIN,UNITED STATES
77.0,50.0,9.7522,1044.26,3.93331,3.93389,3.94111,4.0087,3.71645,3.6677,4.0087
78.0,50.0,9.7102,1044.26,3.93337,3.93392,3.94111,4.0087,3.71651,3.66773,4.0087
79.0,20.0,0.5339,78.1621,1.43123,1.15368,1.11661,0.779633,1.24813,1.09293,1.16159
80.0,80.0,2.4967,3396.63,1.38342,1.3565,0.856437,1.38342,0.792204,0.765285,1.72633
81.0,15.0,2.5843,1158.41,2.90503,3.1757,2.04191,1.50287,3.44106,4.45018,3.22182
82.0,15.0,2.4776,3527.59,2.22047,2.63062,2.0157,2.41455,0.764089,3.9051,2.58639
83.0,15.0,0.189,3293.14,4.15896,3.2981,2.06826,3.09133,2.96787,2.04216,3.50913
84.0,20.0,0.8738,3926.32,2.9005,3.53204,2.91712,2.81972,2.87158,4.80317,3.56087
85.0,50.0,16.5882,9135.77,6.01586,7.93032,5.47117,7.88466,5.87233,7.04013,7.9082
86.0,50.0,20.4143,23863.9,12.739,13.5194,10.7764,11.7098,13.0949,11.0376,13.1049
87.0,15.0,0.32,3293.14,7.2619,8.764,5.1712,8.55723,5.57236,5.1936,6.61207
88.0,20.0,0.8546,2221.49,0.878883,1.49521,1.3262,1.36306,1.41492,1.36704,1.13591
89.0,20.0,19.7724,13362.0,12.5089,14.7212,11.7886,14.2381,22.519,11.3182,14.4963
90.0,20.0,24.435,59822.3,20.1729,20.9526,37.976,39.9222,20.1109,36.4921,12.0881
91.0,20.0,0.7888,58.1778,2.00316,1.8222,1.50786,1.40008,1.8516,0.999155,1.40008
92.0,20.0,6.6967,2281.5,3.88463,3.33241,3.40812,2.95032,3.00218,3.44896,12.0762
93.0,15.0,2.2998,2619.9,8.23216,7.1717,6.14146,8.62472,6.54262,6.11536,9.0232
94.0,20.0,3.9484,1849.5,3.8673,3.67305,2.59019,3.8673,,2.63103,5.705
95.0,20.0,21.7272,4450.0,25.5828,27.5674,29.906,23.3477,25.5208,71.752,28.3721
96.0,20.0,21.7913,4450.0,25.5828,27.5674,29.906,23.3477,25.5208,71.752,28.3721
97.0,55.0,0.37,5166.67,3.29703,5.92818,3.66059,6.12243,5.84789,3.69456,3.47031
98.0,55.0,0.6474,5166.67,3.29703,5.91718,3.66059,6.11143,5.83689,3.69456,6.04996
99.0,55.0,0.19,5166.67,3.36201,5.97492,3.72557,6.16917,5.89462,3.75954,6.1077
100.0,55.0,0.414,5166.67,3.36201,5.97217,3.72557,6.16642,5.89187,3.75954,3.53529
101.0,55.0,0.021,2.15887,1.43189,1.38285,-0.120293,1.0723,-0.825215,1.18581,1.09366
102.0,55.0,0.1598,5.25808,1.85195,2.13475,0.638731,1.83133,-0.0661905,1.94484,1.85269
103.0,20.0,32.031,74142.8,176.042,175.093,179.77,181.716,174.07,177.151,175.898
104.0,80.0,2.8841,222.418,1.51552,1.183,1.14663,1.14848,1.21239,1.05719,1.42225
105.0,40.0,2.4303,710.635,1.41184,3.2718,1.64398,1.78002,1.19498,1.73762,2.67
106.0,20.0,1.4226,1608.08,2.16923,2.70937,2.53279,2.51689,3.2413,4.4091,2.80282
107.0,15.0,3.6584,7491.15,5.70612,4.28249,4.30617,6.173,4.34892,4.56741,4.35899
108.0,15.0,2.7064,4823.36,4.42476,6.89506,3.87533,6.68829,4.06251,7.08014,4.44634
109.0,20.0,5.9766,508.051,13.1116,14.8273,14.3273,13.1117,12.5204,11.7543,13.4261
110.0,20.0,6.0696,1566.74,13.0655,14.1794,12.8476,13.0655,13.8492,12.4474,14.265
111.0,15.0,0.5686,943.113,1.05573,1.07952,0.57945,1.54902,1.06423,2.31375,1.37253
112.0,20.0,10.1,7156.76,17.9953,14.5733,13.3187,15.1145,16.6381,17.1222,16.7808
113.0,20.0,10.1,7156.76,17.9443,14.5733,13.3187,15.1145,16.6491,17.1222,16.7917
114.0,20.0,9.91,7156.76,15.955,14.527,13.2724,15.0682,14.6599,16.9955,14.6699
115.0,20.0,9.94,7156.76,16.0171,14.527,14.5607,15.5719,14.6599,16.9955,14.6699
116.0,15.0,5.4617,5076.5,55.3353,54.3859,30.7264,33.4835,36.1486,41.0835,38.7288
117.0,20.0,1.4424,247.73,2.40981,2.27531,2.51812,2.83522,1.38406,2.58949,2.7266
118.0,20.0,6.7935,642.655,10.1128,11.1242,10.6241,10.1128,9.97507,9.49465,10.0971
119.0,20.0,0.3643,47.1925,5.21418,5.11324,5.23245,5.15951,5.14526,4.72374,5.12466
120.0,15.0,29.7622,1004.73,30.6411,32.0422,21.7523,32.6284,12.8198,70.404,32.6284
121.0,20.0,20.538,229581.0,64.2821,65.0617,73.1526,47.9164,64.2201,64.4621,48.1745
122.0,15.0,5.3109,10322.2,6.59467,6.7525,3.55867,5.6594,5.29953,7.62737,5.21
123.0,15.0,2.0696,4553.19,3.54853,4.60255,2.81192,3.13442,3.18628,2.81474,3.5701
124.0,15.0,2.788,6903.98,20.8279,15.4811,14.2265,14.915,17.5801,16.7556,14.915
125.0,15.0,1.3692,1979.46,-2.0941,1.03732,2.08028,2.43746,1.20071,2.27155,1.89
126.0,20.0,4.5249,369.723,8.77536,10.7237,10.2236,8.77536,8.18415,7.6507,8.98532
127.0,80.0,0.041,230.88,5.24606,5.17756,1.94427,5.2701,5.20696,2.10457,5.2701
128.0,20.0,12.6079,4315.65,25.2425,18.2473,16.9927,19.3296,19.2797,19.5217,19.3296
129.0,20.0,15.6861,2361.36,7.68697,20.1555,18.9009,20.7255,23.3906,21.43,20.7255
130.0,20.0,0.401,21079.0,3.27705,1.85343,1.7216,3.05103,1.91985,3.08766,4.72486
131.0,40.0,0.604,1449.0,1.17102,1.87336,1.02626,1.0984,1.11434,0.480261,0.963592
132.0,20.0,36.2451,23217.4,173.51,172.56,48.6518,50.598,39.7192,145.955,50.0056
133.0,80.0,11.9545,12567.9,10.4064,8.97178,7.86642,10.4064,8.64155,9.80936,9.33084
134.0,20.0,0.2584,1334.21,2.12858,3.49227,2.49214,4.28507,3.4004,2.52611,3.64733
135.0,40.0,0.4228,9900.0,3.49927,2.02349,1.40857,2.34198,1.80972,1.35637,2.84944
136.0,40.0,0.4391,10800.0,3.47884,2.00306,1.38813,2.32155,1.78929,1.43293,2.82901
137.0,40.0,0.4228,10800.0,3.66249,2.18672,1.57179,2.50521,1.97295,1.35637,3.01266
138.0,40.0,0.4393,9900.0,3.69478,2.21901,1.60408,2.5375,2.00524,1.43293,3.04495
139.0,40.0,0.4924,4484.21,0.659538,2.15139,1.0231,1.72292,1.06746,1.10478,0.832814
140.0,40.0,0.4924,4207.41,0.673283,2.16514,1.03684,1.72292,1.0812,1.10478,0.846558
141.0,20.0,24.9767,15970.5,17.7449,88.8452,26.891,30.7835,17.9585,25.4072,31.0416
142.0,20.0,2.8421,1113.7,8.45002,6.86443,6.36436,8.45002,6.77255,7.83188,9.58539
143.0,20.0,2.8421,1113.7,8.45002,6.86443,6.36436,8.45002,6.77255,7.83188,9.58539
144.0,20.0,0.9357,1654.45,2.08207,1.95839,2.24212,1.76591,3.24941,4.41722,2.05184
145.0,30.0,4.7497,7722.12,11.9459,15.3261,13.5297,14.9176,15.8545,13.5325,15.93
146.0,80.0,2.718,6179.2,3.8146,3.4261,3.01628,3.8146,3.33422,3.19646,3.65084
147.0,20.0,17.5,48694.8,159.103,154.673,157.012,159.769,148.08,161.133,158.93
148.0,20.0,17.8,64926.4,178.26,173.831,176.169,178.116,167.237,170.932,178.087
149.0,20.0,18.2,64926.4,193.261,188.832,191.171,193.928,182.238,183.21,193.089
150.0,20.0,9.7301,1037.53,49.1456,47.6637,49.2564,49.2564,49.2456,45.2623,49.2564
151.0,80.0,20.0,30693.0,45.457,42.1371,43.3663,44.2997,42.2035,43.3713,45.2843
152.0,80.0,33.0,19341.7,36.1281,35.6343,34.0374,34.9708,34.2246,34.043,35.2375
153.0,80.0,43.02,17977.6,33.147,32.6532,31.0563,31.9897,31.2435,31.05,32.2206
154.0,20.0,8.3804,1801.59,13.7546,14.3276,11.6639,13.7706,13.0313,11.6378,13.1048
155.0,30.0,4.8766,10473.7,24.612,33.7863,23.9622,27.7981,27.6554,23.9647,27.7981
156.0,20.0,18.55,64926.4,184.49,180.061,182.399,184.345,173.467,178.82,184.317
157.0,20.0,18.26,53372.6,202.095,197.666,200.004,202.761,191.072,192.016,201.922
158.0,20.0,0.1972,122.257,1.50907,2.1276,1.64523,1.94966,2.11655,1.96289,2.1
159.0,40.0,9.0,276343.0,15.5214,14.6853,13.4307,15.3769,4.4982,12.4899,14.7845
160.0,40.0,12.12,276343.0,16.9068,16.0707,14.8161,16.7623,5.88358,14.4878,16.1699
161.0,40.0,9.0,227576.0,15.715,14.8788,13.6243,15.5705,4.69174,12.4899,14.9781
162.0,40.0,12.79,227576.0,17.1004,16.2642,15.0097,16.9559,6.07713,14.566,16.3635
163.0,20.0,21.3263,4324.79,32.0075,32.282,34.6206,33.5501,31.2586,76.4666,33.9949
164.0,20.0,21.3263,4324.79,32.0075,32.2801,34.6187,33.5501,31.2568,76.4648,33.9949
165.0,20.0,33.2364,11738.3,33.1316,30.0297,33.7652,34.8609,43.1418,74.2143,35.119
166.0,20.0,33.2364,11738.3,33.1316,30.0227,33.7652,34.8609,43.1418,74.2073,35.119
167.0,20.0,21.2465,4324.79,30.497,30.8751,33.2137,29.7383,29.8518,75.0597,32.4844
168.0,20.0,21.2465,4324.79,30.497,30.8527,33.1913,29.7383,29.8294,75.0374,32.4844
169.0,55.0,0.8801,175.139,4.40952,4.32,4.42778,4.32,4.35305,3.51816,4.32
170.0,55.0,0.8785,175.139,4.40952,4.32,4.42778,4.32,4.35305,3.51816,4.32
171.0,20.0,6.5036,1080.0,29.1872,42.6446,32.3733,32.3733,25.9016,29.3421,32.3733
172.0,20.0,6.5036,1080.0,29.1872,42.6462,32.3733,32.3733,25.9016,29.3437,32.3733
173.0,30.0,1.517,2913.05,1.55121,1.73522,2.24857,0.14905,2.14164,2.28254,1.868
174.0,20.0,13.3098,3893.33,33.6281,32.6788,35.0174,27.4005,31.6554,19.3763,35.8249
175.0,20.0,13.3098,3893.33,33.4297,32.4803,34.8189,27.2021,31.457,19.1779,35.8249
176.0,20.0,3.294,1420.89,4.60338,5.78658,4.96694,5.98083,5.70629,5.00091,5.80964
177.0,30.0,0.8378,1456.48,1.16054,2.01959,1.11363,1.68748,1.29524,1.1476,1.45178
178.0,40.0,21.9464,309333.0,35.1341,34.298,33.0434,34.9897,24.1109,31.9067,34.3973
179.0,40.0,21.9464,309333.0,33.852,33.0158,31.7613,33.7075,22.8287,31.0908,33.1151
180.0,55.0,4.3164,146.873,1.15593,0.974975,1.53187,0.940455,1.00437,1.02316,1.42408
181.0,55.0,4.3258,146.873,1.15593,0.974975,1.53187,0.940455,1.00437,1.02316,1.42408
182.0,55.0,8.4058,110.433,1.46427,1.14256,0.416545,1.20287,1.08882,0.973832,1.37475
183.0,55.0,8.4058,110.433,1.46615,1.14256,0.418422,1.20475,1.08882,0.975709,1.37663
184.0,20.0,11.36,3080.89,18.2006,17.6594,16.2543,18.2006,23.5308,23.7729,18.5991
185.0,80.0,0.2751,41.8646,8.22,6.48416,7.85071,6.4776,6.53033,3.41117,6.6487
186.0,80.0,0.1842,56.2552,5.3,3.87543,4.93071,3.86887,3.9216,0.802444,4.03997
187.0,55.0,1.9448,187.121,1.9145,2.23022,-1.00308,1.93853,2.40703,-0.842771,1.93853
188.0,55.0,0.883,344.016,1.04454,2.2346,-0.9987,1.97438,2.62172,-0.838394,1.92703
189.0,70.0,1.0564,570.0,80.4092,80.16,76.9267,80.52,78.5904,77.087,80.45
190.0,70.0,1.5299,570.0,64.23,64.13,60.8967,64.23,62.5604,61.057,64.42
191.0,70.0,1.6741,570.0,98.1792,98.19,94.9567,98.29,96.6204,95.117,98.48
192.0,70.0,0.52,427.5,120.349,120.46,117.227,120.46,118.89,117.387,120.282
193.0,55.0,2.522,245.987,1.96878,2.43839,-0.79491,1.99281,2.35231,-0.634604,2.03385
194.0,55.0,1.618,464.906,1.22539,2.41544,-0.817854,1.99281,2.80256,-0.657548,2.54626
195.0,55.0,1.145,176.827,2.3658,3.07635,-0.156948,2.38983,3.10574,0.00335765,2.38983
196.0,55.0,0.925,110.272,2.34061,2.90223,-0.331064,2.36465,2.42856,-0.170758,2.53653
197.0,40.0,0.0165,2.88,2.24727,2.22,1.00604,2.19864,0.301121,2.31215,2.22
198.0,20.0,14.0594,3075.17,37.1188,38.08,45.9893,48.4007,37.0567,37.2988,50.0
199.0,20.0,14.8979,3331.02,37.2081,48.9869,46.0786,48.9607,37.146,37.3881,50.56
200.0,80.0,0.3227,162.946,25.9097,25.8145,24.862,26.7457,26.8096,25.4193,25.8202
201.0,80.0,0.0661,7.14286,5.3,5.24546,4.93071,5.2389,4.97074,2.17247,5.24546
202.0,70.0,0.0413,233.563,9.57823,10.3596,10.4674,10.1953,10.3785,9.95868,10.3596
203.0,80.0,19.3398,246436.0,62.7437,63.5233,71.6142,58.3355,62.6816,62.9237,58.5937
204.0,70.0,0.0805,13.6111,6.56097,6.52,5.30604,6.49864,4.60112,6.61215,6.52
205.0,20.0,3.9945,168.914,13.0975,16.18,12.9467,17.545,13.0408,12.8856,11.1356
206.0,20.0,1.5451,48.8571,11.8356,14.3667,11.6183,14.2408,11.6841,11.5289,11.1894
207.0,55.0,3.1834,253.575,10.9894,12.5521,9.31882,12.4913,10.8063,9.47913,12.6485
208.0,55.0,3.1834,253.575,11.0031,12.5521,9.31882,12.4913,10.82,9.47913,12.6485
209.0,55.0,3.8406,280.411,11.0511,13.4312,10.1979,13.3714,10.868,10.3582,13.4036
210.0,80.0,0.516,363.141,22.3003,23.0817,19.8484,22.96,20.4033,20.0087,23.178
211.0,80.0,0.804,547.011,23.2237,24.4138,21.1805,24.47,24.6402,21.3408,24.5978
212.0,80.0,1.077,958.386,35.5486,35.6472,32.4139,35.5486,35.502,32.5742,35.5486
213.0,80.0,0.853,450.533,47.9991,49.1892,45.9559,50.0745,47.6195,46.1162,49.4792
214.0,80.0,0.7,449.956,49.3775,50.5675,47.3342,49.2197,48.9979,47.4945,50.8575
215.0,80.0,0.7,449.956,36.2517,37.4417,34.2084,35.8012,37.6682,34.3687,37.7317
216.0,80.0,0.7,449.956,22.5767,23.7668,20.5335,23.6471,23.9932,20.6938,23.7676
217.0,70.0,2.904,2220.0,53.3537,52.4044,51.9043,51.5466,52.3125,46.2584,52.7457
218.0,70.0,4.3274,513.0,50.7799,51.97,48.7367,54.7,50.4004,48.897,52.26
219.0,80.0,0.5291,112.5,41.1,42.5639,39.3306,42.5574,42.3681,39.4909,43.3194
220.0,30.0,0.4887,232.29,16.2399,17.43,14.1967,18.795,15.8604,17.8729,18.01
221.0,60.0,0.0274,2.67587,2.05,1.95191,1.68071,1.94534,1.72074,-1.12108,1.80732
222.0,20.0,2.8255,218.167,3.31067,3.17074,3.41898,3.73608,5.53263,3.49035,3.62746
223.0,55.0,8.7302,2901.44,25.0369,24.5045,24.0044,25.2973,24.4126,25.7387,25.3537
224.0,55.0,8.642,2901.44,25.0369,24.5182,24.0182,25.5893,24.4264,25.7525,25.3537
225.0,55.0,7.2201,404.15,3.37636,4.56641,4.96102,4.3551,4.95353,4.69093,4.82804
226.0,55.0,7.209,404.15,3.37636,4.56641,4.96102,4.3551,4.95353,4.69093,4.82804
227.0,50.0,1.8023,66.56,1.99912,1.50262,0.951391,0.0568376,1.31595,2.00175,1.9096
228.0,50.0,1.8188,66.56,1.99912,1.50262,0.951391,0.0568376,1.31595,2.00175,1.9096
229.0,15.0,33.4328,19975.5,356.771,355.289,369.138,356.882,362.666,356.264,369.138
230.0,55.0,0.9294,178.546,1.87806,1.6971,1.76818,1.6604,1.72649,1.25948,1.6604
231.0,50.0,2.409,179.712,2.20787,2.37775,3.10314,2.2319,3.1689,3.0137,2.2319
232.0,50.0,1.2619,179.712,2.20787,2.37775,3.10314,2.2319,3.1689,3.0137,2.2319
233.0,50.0,2.6632,2622.4,3.47987,3.47807,2.5664,2.97239,2.69696,2.35426,3.00525
234.0,50.0,2.6649,2622.4,3.47987,3.47807,2.5664,2.97239,2.69696,2.35426,3.00525
235.0,50.0,0.9618,768.404,2.2476,6.98101,2.34924,3.01331,2.03074,1.87553,2.01264
236.0,50.0,0.9498,768.404,2.27051,6.98101,2.37215,3.01331,2.05365,1.89844,2.03555
237.0,30.0,0.8813,1018.13,2.781,2.74736,2.73409,3.15272,2.66763,3.83544,3.22717
238.0,80.0,0.1411,16.0714,15.6056,15.52,14.306,15.4986,11.6822,15.6121,15.52
239.0,60.0,5.6107,1928.57,10.7135,24.0352,10.5687,11.248,10.6568,11.8246,23.4674
240.0,55.0,0.4189,175.786,3.03011,2.81976,2.81279,2.4765,2.87855,2.72334,2.8455
241.0,55.0,0.4189,175.786,3.03011,2.84083,2.81279,2.49758,2.87855,2.72334,2.8455
242.0,55.0,0.2866,90.6745,1.50849,1.4644,1.29117,1.45784,1.35693,1.20172,0.68539
243.0,55.0,0.2866,90.6745,1.50849,1.46257,1.29117,1.456,1.35693,1.20172,0.68539
244.0,20.0,0.2788,226.028,4.94624,6.22173,5.05455,6.17245,3.92049,5.12593,5.26303
245.0,80.0,0.0961,2.53125,5.97404,5.22,4.00604,5.17728,3.30112,5.2088,5.22
246.0,60.0,24.438,6081.69,28.4354,28.7367,27.6314,30.1703,28.4065,29.5743,29.7851
247.0,55.0,0.5291,2002.42,2.78846,4.68918,2.64371,3.91422,2.73178,3.29608,3.77941
248.0,55.0,0.5291,2002.42,2.78846,4.68918,2.64371,3.91422,2.73178,3.29608,3.77941
249.0,40.0,0.0051,0.213073,2.3049,2.25585,1.93561,2.28354,1.97564,2.39705,2.3049
250.0,50.0,4.1237,665.6,2.92482,5.16739,2.34086,5.65772,2.70796,3.85562,5.39303
251.0,50.0,4.1237,665.6,2.92482,5.16739,2.34086,5.65772,2.70796,3.85562,5.39303
252.0,20.0,0.6627,5528.02,2.50985,4.02984,2.42639,2.50985,2.61357,3.78137,2.6817
253.0,20.0,0.6408,265.805,4.50854,4.5944,4.08477,4.54511,4.45186,4.29666,2.5467
254.0,60.0,0.0066,17.5185,2.05596,2.08657,2.10907,2.08,2.19202,2.14304,2.10136
255.0,55.0,0.115,1040.25,19.4774,20.267,19.8544,16.2993,19.8154,19.6571,19.7942
256.0,55.0,0.1,1040.25,16.7771,18.2975,17.1541,14.3298,17.1152,16.9568,17.0939
257.0,50.0,0.9901,427.886,2.7875,2.21728,2.87017,2.47529,2.6044,2.41181,2.60897
258.0,50.0,0.9901,427.886,2.7875,2.21728,2.87017,2.47529,2.6044,2.41181,2.60897
259.0,55.0,0.2094,75.7886,1.09808,1.83005,1.39095,1.82348,1.45671,1.3015,1.75354
260.0,55.0,0.2094,75.7886,1.1164,1.84837,1.39095,1.84181,1.45671,1.3015,1.75354
261.0,55.0,0.485,2002.42,2.77472,4.46317,2.62996,3.6882,2.71804,3.07007,3.5534
262.0,55.0,0.485,2002.42,2.75273,4.46317,2.60797,3.6882,2.69604,3.07007,3.5534
263.0,50.0,1.1881,2856.0,3.28895,4.57226,3.41865,3.68693,3.54921,4.71701,4.1658
264.0,55.0,0.1653,60.4496,1.81379,1.10151,1.12808,-0.0652734,1.19384,1.03863,1.49066
265.0,60.0,3.2045,13927.7,9.98282,6.41634,5.80142,9.98282,6.20257,5.77532,13.9669
266.0,50.0,6.3291,11685.7,6.5629,10.0861,6.01821,9.89213,6.41937,7.58717,10.064
267.0,20.0,70.9882,14749.1,184.409,182.947,160.672,184.52,177.813,183.902,184.52
268.0,20.0,30.0928,6318.0,227.922,232.066,228.033,228.033,227.467,227.415,226.931
269.0,20.0,0.527,3944.2,1.16118,1.43357,0.328205,1.16118,1.10334,2.27115,1.79263
270.0,20.0,0.525,3944.2,1.16118,1.43357,0.328205,1.16118,1.10334,2.27115,1.79263
271.0,40.0,2.2486,1810.29,3.23885,4.12346,3.38657,4.02705,3.39911,3.40892,3.55565
272.0,55.0,0.8818,439.465,4.64217,3.68484,4.72133,3.47352,4.45908,4.30387,4.97514
273.0,55.0,0.8818,439.465,4.49489,3.85895,4.57405,3.64764,4.3118,4.1566,4.82786
274.0,55.0,0.8818,439.465,4.49489,3.83604,4.57405,3.62473,4.3118,4.1566,4.82786
275.0,20.0,2.1791,713.249,3.61763,2.13154,1.96374,2.5479,2.05182,3.21962,2.60825
276.0,20.0,36.8726,2028.0,27.842,36.0714,-25.8828,25.607,27.78,22.769,36.6577
277.0,20.0,36.7894,2028.0,27.842,36.0714,-25.8828,25.607,27.78,22.769,36.6577
278.0,20.0,4.1226,278.644,13.3737,15.4037,14.9037,13.3737,13.3271,12.3307,13.3737
279.0,55.0,22.1342,662.047,5.25101,5.34216,5.35932,5.4999,5.5859,5.43069,5.5678
280.0,55.0,22.3546,662.047,5.25101,5.34216,5.35932,5.4999,5.5859,5.43069,5.5678
281.0,55.0,22.3766,662.047,5.25101,5.34216,5.35932,5.4805,5.5859,5.43069,5.5678
282.0,55.0,22.487,662.047,5.25101,5.34216,5.35932,5.4805,5.5859,5.43069,5.5678
283.0,50.0,56.7464,24667.5,56.5439,44.9248,42.7718,44.7181,46.8911,44.0999,44.9762
284.0,50.0,3.9683,495.0,4.36178,4.63943,4.4701,4.41122,4.74873,4.54147,4.67858
285.0,50.0,20.635,5321.2,17.9746,16.4533,15.4388,17.9746,16.1903,17.3564,16.8796
286.0,50.0,20.635,5321.2,17.9746,16.4533,15.4388,17.9746,16.1903,17.3564,16.8796
287.0,50.0,7.4295,3304.54,7.10677,7.55683,7.61384,7.75108,6.26157,7.13294,7.42356
288.0,55.0,0.8973,20602.8,2.88933,3.92422,2.32077,2.26319,2.50795,3.67576,3.2756
289.0,55.0,0.9614,20602.8,2.94563,3.92422,2.32077,2.37579,2.50795,3.67576,3.3882
290.0,50.0,72.7518,28655.6,57.2583,83.6184,81.3891,83.3354,57.1807,82.7172,59.2457
291.0,50.0,2.23,40425.0,6.60539,4.74159,3.14468,4.92715,4.01511,5.18291,3.97034
292.0,20.0,0.5631,2.72673,1.2292,1.37171,0.859906,1.20932,-0.688195,1.32283,1.23068
293.0,15.0,4.5525,5616.0,10.5303,11.1793,9.96279,10.8962,10.7536,10.2781,10.8962
294.0,20.0,5.9413,1116.28,14.8581,17.1559,15.8241,14.8581,17.0756,14.2399,15.9934
295.0,20.0,12.9786,3087.01,32.1564,31.207,30.6189,33.376,30.1837,17.9046,33.3779
296.0,20.0,12.9786,3087.01,32.1435,31.1942,30.6189,33.376,30.1709,17.8917,33.3779
297.0,60.0,68.1,6786.33,58.7973,55.4502,53.3251,52.8844,62.7017,52.2663,54.6789
298.0,15.0,5.3517,6248.0,38.9872,38.0378,24.7243,27.4814,30.1465,24.7354,30.2275
299.0,60.0,0.0066,0.227961,1.972,1.92296,1.60271,1.95064,1.64274,2.06415,1.972
300.0,60.0,5.4012,248.335,2.50549,2.75231,2.40483,2.52953,2.71876,2.23129,2.63222
301.0,60.0,5.4012,248.335,2.50549,2.75231,2.40483,2.52953,2.71876,2.23129,2.63222
302.0,30.0,0.3417,75.0,3.15368,2.82802,2.93636,2.87429,3.00212,2.84691,2.98152
303.0,55.0,0.4205,63.9603,19.9218,20.6538,21.3623,20.6472,20.6999,22.6684,22.5762
304.0,55.0,0.5046,66.6724,22.8231,23.5551,23.8521,23.5485,23.3593,25.1582,25.066
305.0,60.0,0.4674,209.231,1.01596,1.18584,1.14778,1.04,1.5085,0.639078,1.04
306.0,15.0,0.7078,1421.89,1.35416,1.40539,1.86124,-0.166748,1.3251,2.63962,1.67095
307.0,80.0,0.593,75.0,9.8663,9.66857,9.64897,9.1003,9.71474,9.13182,10.0116
308.0,50.0,8.9728,272.291,3.6774,3.81503,3.73251,3.68492,3.47026,3.46243,3.59953
309.0,50.0,9.061,272.291,3.6774,3.81503,3.73251,3.68492,3.47026,3.46243,3.59953
310.0,20.0,0.0641,30.8033,0.349378,1.08135,-2.15195,1.06822,1.02761,-1.99164,1.2401
311.0,20.0,2.359,1366.44,5.49213,5.71548,5.99921,5.23706,6.02817,4.61892,5.80893
312.0,20.0,2.833,1215.9,7.1972,5.7917,7.70428,6.5845,7.73324,5.96636,7.514
313.0,40.0,1.6754,1398.86,3.13956,4.50093,3.28728,3.72596,3.24088,3.10783,3.45635
314.0,60.0,0.2426,136.071,1.82102,1.65653,1.83928,1.38773,1.45165,1.33058,1.7315
315.0,20.0,17.2841,14846.5,19.8481,22.6067,20.4817,21.3192,29.8582,20.701,21.8355
316.0,80.0,0.0972,85.8512,16.4695,15.4188,13.9521,16.2081,16.0832,16.4721,16.38
317.0,20.0,10.8796,3087.01,31.3114,30.3621,30.7904,33.5475,29.3388,17.0597,33.5494
318.0,20.0,10.8796,3087.01,31.3059,30.3566,30.7904,33.5475,29.3333,17.0542,33.5494
